Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Money Lost,Non Defaulter,MoneyLOST,E
6045,24.49,3.29%,0.0033,23.684279,0.9967,0,0.078158121
6046,9.91,4.80%,0.0085,9.43432,0.9915,0,0.08019172
6047,24.17,25.70%,0.0098,17.95831,0.9902,0,0.175991438
6048,4.65,24.87%,0.0087,3.493545,0.9913,0,0.030393842
6049,16.61,11.93%,0.0036,14.628427,0.9964,0,0.052662337
6050,17.3,2.16%,0.0072,16.92632,0.9928,0,0.121869504
6051,14.27,30.72%,0.0023,9.886256,0.9977,0,0.022738389
6052,8.14,23.76%,0.0019,6.205936,0.9981,0,0.011791278
6053,8.64,12.41%,0.0069,7.567776,0.9931,0,0.052217654
6054,7.35,26.39%,0.0042,5.410335,0.9958,0,0.022723407
6055,1.88,7.84%,0.0004,1.732608,0.9996,0,0.000693043
6056,15.59,22.31%,0.0081,12.111871,0.9919,0,0.098106155
6057,17.03,20.59%,0.0047,13.523523,0.9953,0,0.063560558
6058,14.85,32.99%,0.0014,9.950985,0.9986,0,0.013931379
6059,16.1,25.22%,0.0003,12.03958,0.9997,0,0.003611874
6060,11.94,29.87%,0.001,8.373522,0.999,0,0.008373522
6061,19.58,29.55%,0.0043,13.79411,0.9957,0,0.059314673
6062,7.28,39.13%,0.0037,4.431336,0.9963,0,0.016395943
6063,13.31,22.79%,0.0093,10.276651,0.9907,0,0.095572854
6064,11.87,29.05%,0.0055,8.421765,0.9945,0,0.046319708
6065,20.49,35.52%,0.0005,13.211952,0.9995,0,0.006605976
6066,14.42,34.87%,0.0027,9.391746,0.9973,0,0.025357714
6067,23.43,17.38%,0.0001,19.357866,0.9999,0,0.001935787
6068,5.93,29.01%,0.0022,4.209707,0.9978,0,0.009261355
6069,5.15,27.93%,0.0042,3.711605,0.9958,0,0.015588741
6070,24.35,17.40%,0.005,20.1131,0.995,0,0.1005655
6071,1.99,15.11%,0.001,1.689311,0.999,0,0.001689311
6072,16.75,22.81%,0.0048,12.929325,0.9952,0,0.06206076
6073,6.7,5.37%,0.0057,6.34021,0.9943,0,0.036139197
6074,6.46,13.50%,0.0092,5.5879,0.9908,0,0.05140868
6075,21.63,3.80%,0.0086,20.80806,0.9914,0,0.178949316
6076,4.07,13.49%,0.007,3.520957,0.993,0,0.024646699
6077,19.21,24.65%,0.0083,14.474735,0.9917,0,0.120140301
6078,16.19,11.27%,0.0021,14.365387,0.9979,0,0.030167313
6079,13.04,14.54%,0.0064,11.143984,0.9936,0,0.071321498
6080,3.31,25.22%,0.0034,2.475218,0.9966,0,0.008415741
6081,12.71,23.50%,0.0075,9.72315,0.9925,0,0.072923625
6082,21.81,37.58%,0.005,13.613802,0.995,0,0.06806901
6083,18.44,28.83%,0.0005,13.123748,0.9995,0,0.006561874
6084,8.85,32.41%,0.0063,5.981715,0.9937,0,0.037684805
6085,5.18,0.53%,0.001,5.152546,0.999,0,0.005152546
6086,4.56,4.23%,0.0062,4.367112,0.9938,0,0.027076094
6087,15.39,2.37%,0.0075,15.025257,0.9925,0,0.112689428
6088,12.22,22.13%,0.0099,9.515714,0.9901,0,0.094205569
6089,19.37,14.44%,0.0075,16.572972,0.9925,0,0.12429729
6090,13.01,16.39%,0.0054,10.877661,0.9946,0,0.058739369
6091,9.41,12.44%,0.0015,8.239396,0.9985,0,0.012359094
6092,12.4,19.95%,0.0097,9.9262,0.9903,0,0.09628414
6093,1.7,5.68%,0.0066,1.60344,0.9934,0,0.010582704
6094,4.84,22.19%,0.0051,3.766004,0.9949,0,0.01920662
6095,2.98,3.99%,0.0056,2.861098,0.9944,0,0.016022149
6096,15.58,17.51%,0.0022,12.851942,0.9978,0,0.028274272
6097,13.77,5.87%,0.002,12.961701,0.998,0,0.025923402
6098,2.9,8.19%,0.0029,2.66249,0.9971,0,0.007721221
6099,15.56,15.05%,0.0024,13.21822,0.9976,0,0.031723728
6100,15.16,1.16%,0.0014,14.984144,0.9986,0,0.020977802
6101,6.59,12.45%,0.0094,5.769545,0.9906,0,0.054233723
6102,1.67,8.66%,0.0076,1.525378,0.9924,0,0.011592873
6103,19.49,26.06%,0.0028,14.410906,0.9972,0,0.040350537
6104,16.46,5.28%,0.0036,15.590912,0.9964,0,0.056127283
6105,15.11,15.04%,0.0009,12.837456,0.9991,0,0.01155371
6106,9.98,33.20%,0.0026,6.66664,0.9974,0,0.017333264
6107,19.8,8.40%,0.0037,18.1368,0.9963,0,0.06710616
6108,12.26,17.48%,0.0068,10.116952,0.9932,0,0.068795274
6109,7.58,39.63%,0.001,4.576046,0.999,0,0.004576046
6110,12.38,33.85%,0.0081,8.18937,0.9919,0,0.066333897
6111,11.86,34.70%,0.0005,7.74458,0.9995,0,0.00387229
6112,20.25,9.50%,0.0023,18.32625,0.9977,0,0.042150375
6113,4.24,37.72%,0.0034,2.640672,0.9966,0,0.008978285
6114,24.59,18.31%,0.0088,20.087571,0.9912,0,0.176770625
6115,5.89,39.66%,0.0039,3.554026,0.9961,0,0.013860701
6116,14.56,25.05%,0.0068,10.91272,0.9932,0,0.074206496
6117,8.47,23.85%,0.005,6.449905,0.995,0,0.032249525
6118,16.87,5.33%,0.006,15.970829,0.994,0,0.095824974
6119,24.11,36.30%,0.0024,15.35807,0.9976,0,0.036859368
6120,9.38,27.61%,0.0034,6.790182,0.9966,0,0.023086619
6121,19.74,33.91%,0.0099,13.046166,0.9901,0,0.129157043
6122,16.04,17.67%,0.0037,13.205732,0.9963,0,0.048861208
6123,4.31,25.11%,0.0064,3.227759,0.9936,0,0.020657658
6124,21.42,23.66%,0.0073,16.352028,0.9927,0,0.119369804
6125,8.81,32.55%,0.002,5.942345,0.998,0,0.01188469
6126,11.4,3.88%,0.0055,10.95768,0.9945,0,0.06026724
6127,23.09,3.77%,0.0086,22.219507,0.9914,0,0.19108776
6128,1.49,1.91%,0.0098,1.461541,0.9902,0,0.014323102
6129,5.92,21.76%,0.008,4.631808,0.992,0,0.037054464
6130,19.15,3.36%,0.0094,18.50656,0.9906,0,0.173961664
6131,7.72,17.99%,0.0026,6.331172,0.9974,0,0.016461047
6132,6.82,29.38%,0.0055,4.816284,0.9945,0,0.026489562
6133,18.67,18.12%,0.0076,15.286996,0.9924,0,0.11618117
6134,24.79,21.85%,0.0085,19.373385,0.9915,0,0.164673773
6135,12.58,11.11%,0.0043,11.182362,0.9957,0,0.048084157
6136,6.28,36.32%,0.0003,3.999104,0.9997,0,0.001199731
6137,24.63,22.19%,0.0049,19.164603,0.9951,0,0.093906555
6138,20.52,33.09%,0.0078,13.729932,0.9922,0,0.10709347
6139,19.79,28.78%,0.0051,14.094438,0.9949,0,0.071881634
6140,20.74,17.10%,0.0013,17.19346,0.9987,0,0.022351498
6141,5.61,21.58%,0.001,4.399362,0.999,0,0.004399362
6142,5.6,25.23%,0.002,4.18712,0.998,0,0.00837424
6143,7.17,5.78%,0.0063,6.755574,0.9937,0,0.042560116
6144,6.68,0.33%,0.0032,6.657956,0.9968,0,0.021305459
6145,15.46,4.92%,0.0003,14.699368,0.9997,0,0.00440981
6146,16.12,3.72%,0.0093,15.520336,0.9907,0,0.144339125
6147,3.46,9.32%,0.0028,3.137528,0.9972,0,0.008785078
6148,12.14,20.20%,0.0074,9.68772,0.9926,0,0.071689128
6149,23.42,8.11%,0.0094,21.520638,0.9906,0,0.202293997
6150,16.42,17.06%,0.0069,13.618748,0.9931,0,0.093969361
6151,9.65,18.06%,0.0019,7.90721,0.9981,0,0.015023699
6152,19.46,29.26%,0.004,13.766004,0.996,0,0.055064016
6153,12.72,27.14%,0.0007,9.267792,0.9993,0,0.006487454
6154,0.76,8.09%,0.0008,0.698516,0.9992,0,0.000558813
6155,6.03,1.60%,0.0006,5.93352,0.9994,0,0.003560112
6156,13.06,38.03%,0.0037,8.093282,0.9963,0,0.029945143
6157,19.59,3.25%,0.0032,18.953325,0.9968,0,0.06065064
6158,18.99,15.93%,0.0036,15.964893,0.9964,0,0.057473615
6159,12.25,13.39%,0.004,10.609725,0.996,0,0.0424389
6160,11.2,34.64%,0.0021,7.32032,0.9979,0,0.015372672
6161,12.67,36.52%,0.004,8.042916,0.996,0,0.032171664
6162,14.06,35.81%,0.004,9.025114,0.996,0,0.036100456
6163,15.37,2.51%,0.0017,14.984213,0.9983,0,0.025473162
6164,0.33,34.32%,0.0002,0.216744,0.9998,0,4.33488E-05
6165,15.13,4.35%,0.0012,14.471845,0.9988,0,0.017366214
6166,13.03,36.55%,0.0068,8.267535,0.9932,0,0.056219238
6167,15.53,38.31%,0.0095,9.580457,0.9905,0,0.091014342
6168,21.51,34.86%,0.0002,14.011614,0.9998,0,0.002802323
6169,11.99,8.24%,0.0052,11.002024,0.9948,0,0.057210525
6170,15.18,20.32%,0.0074,12.095424,0.9926,0,0.089506138
6171,8.82,17.20%,0.0059,7.30296,0.9941,0,0.043087464
6172,17.08,39.10%,0.0061,10.40172,0.9939,0,0.063450492
6173,0.27,25.26%,0.0097,0.201798,0.9903,0,0.001957441
6174,15.21,16.67%,0.002,12.674493,0.998,0,0.025348986
6175,18.44,26.63%,0.0088,13.529428,0.9912,0,0.119058966
6176,16.34,4.40%,0.006,15.62104,0.994,0,0.09372624
6177,5.54,29.69%,0.0025,3.895174,0.9975,0,0.009737935
6178,10.23,2.25%,0.0022,9.999825,0.9978,0,0.021999615
6179,10.6,19.30%,0.003,8.5542,0.997,0,0.0256626
6180,14.07,21.04%,0.0004,11.109672,0.9996,0,0.004443869
6181,24.65,15.95%,0.0099,20.718325,0.9901,0,0.205111418
6182,0.4,22.36%,0.0095,0.31056,0.9905,0,0.00295032
6183,15.66,20.86%,0.0073,12.393324,0.9927,0,0.090471265
6184,15.25,7.90%,0.0026,14.04525,0.9974,0,0.03651765
6185,14.38,18.32%,0.0022,11.745584,0.9978,0,0.025840285
6186,11.35,13.33%,0.0027,9.837045,0.9973,0,0.026560022
6187,22.72,14.54%,0.0015,19.416512,0.9985,0,0.029124768
6188,21.75,5.99%,0.0073,20.447175,0.9927,0,0.149264378
6189,19.98,0.15%,0.0008,19.95003,0.9992,0,0.015960024
6190,5.58,4.33%,0.0065,5.338386,0.9935,0,0.034699509
6191,1.76,23.82%,0.003,1.340768,0.997,0,0.004022304
6192,24.28,7.92%,0.0059,22.357024,0.9941,0,0.131906442
6193,4.91,8.73%,0.0072,4.481357,0.9928,0,0.03226577
6194,11.03,28.36%,0.0084,7.901892,0.9916,0,0.066375893
6195,16.85,32.17%,0.0019,11.429355,0.9981,0,0.021715775
6196,5.06,14.02%,0.0031,4.350588,0.9969,0,0.013486823
6197,8.85,31.54%,0.0077,6.05871,0.9923,0,0.046652067
6198,22.45,29.68%,0.0006,15.78684,0.9994,0,0.009472104
6199,3.23,8.03%,0.0073,2.970631,0.9927,0,0.021685606
6200,23.87,2.55%,0.0063,23.261315,0.9937,0,0.146546285
6201,8.91,24.87%,0.0027,6.694083,0.9973,0,0.018074024
6202,14.98,8.86%,0.0097,13.652772,0.9903,0,0.132431888
6203,5.07,9.86%,0.0013,4.570098,0.9987,0,0.005941127
6204,23.35,19.44%,0.0088,18.81076,0.9912,0,0.165534688
6205,23.98,18.76%,0.0036,19.481352,0.9964,0,0.070132867
6206,2.28,20.91%,0.0002,1.803252,0.9998,0,0.00036065
6207,10.58,14.83%,0.0025,9.010986,0.9975,0,0.022527465
6208,24.92,30.98%,0.008,17.199784,0.992,0,0.137598272
6209,15.39,3.81%,0.0066,14.803641,0.9934,0,0.097704031
6210,4.21,21.98%,0.0061,3.284642,0.9939,0,0.020036316
6211,7.5,16.69%,0.0052,6.24825,0.9948,0,0.0324909
6212,18.53,3.60%,0.0047,17.86292,0.9953,0,0.083955724
6213,3.91,10.14%,0.0043,3.513526,0.9957,0,0.015108162
6214,6.63,21.03%,0.0065,5.235711,0.9935,0,0.034032122
6215,24.35,35.60%,0.0082,15.6814,0.9918,0,0.12858748
6216,0.9,13.88%,0.0099,0.77508,0.9901,0,0.007673292
6217,3.41,24.98%,0.0008,2.558182,0.9992,0,0.002046546
6218,1.77,35.08%,0.0001,1.149084,0.9999,0,0.000114908
6219,5.41,10.52%,0.0072,4.840868,0.9928,0,0.03485425
6220,2.72,35.97%,0.0053,1.741616,0.9947,0,0.009230565
6221,9.88,23.19%,0.0052,7.588828,0.9948,0,0.039461906
6222,4.92,4.89%,0.0037,4.679412,0.9963,0,0.017313824
6223,5.72,35.46%,0.005,3.691688,0.995,0,0.01845844
6224,13.64,17.89%,0.003,11.199804,0.997,0,0.033599412
6225,13.45,21.87%,0.0081,10.508485,0.9919,0,0.085118729
6226,19.17,8.10%,0.0032,17.61723,0.9968,0,0.056375136
6227,17.14,32.04%,0.0088,11.648344,0.9912,0,0.102505427
6228,17.93,7.20%,0.0043,16.63904,0.9957,0,0.071547872
6229,22.34,12.23%,0.0022,19.607818,0.9978,0,0.0431372
6230,19,39.93%,0.0014,11.4133,0.9986,0,0.01597862
6231,10.03,32.77%,0.0034,6.743169,0.9966,0,0.022926775
6232,0.29,25.33%,0.0054,0.216543,0.9946,0,0.001169332
6233,14.93,26.83%,0.0012,10.924281,0.9988,0,0.013109137
6234,19.98,39.07%,0.0012,12.173814,0.9988,0,0.014608577
6235,0.55,4.66%,0.001,0.52437,0.999,0,0.00052437
6236,21.85,28.26%,0.0015,15.67519,0.9985,0,0.023512785
6237,16.43,2.64%,0.0015,15.996248,0.9985,0,0.023994372
6238,8.07,32.85%,0.0083,5.419005,0.9917,0,0.044977742
6239,6.21,5.00%,0.0078,5.8995,0.9922,0,0.0460161
6240,11.5,17.18%,0.0077,9.5243,0.9923,0,0.07333711
6241,19.88,36.14%,0.0093,12.695368,0.9907,0,0.118066922
6242,5.81,35.43%,0.0056,3.751517,0.9944,0,0.021008495
6243,11.57,29.07%,0.0069,8.206601,0.9931,0,0.056625547
6244,5.44,17.19%,0.0003,4.504864,0.9997,0,0.001351459
6245,9.72,0.16%,0.0051,9.704448,0.9949,0,0.049492685
6246,7.03,2.52%,0.0068,6.852844,0.9932,0,0.046599339
6247,23.59,31.19%,0.0031,16.232279,0.9969,0,0.050320065
6248,24.77,35.74%,0.0043,15.917202,0.9957,0,0.068443969
6249,13.98,11.42%,0.0023,12.383484,0.9977,0,0.028482013
6250,0.52,12.94%,0.0067,0.452712,0.9933,0,0.00303317
6251,22.89,12.82%,0.0073,19.955502,0.9927,0,0.145675165
6252,6.99,29.86%,0.0093,4.902786,0.9907,0,0.04559591
6253,1.62,8.20%,0.0072,1.48716,0.9928,0,0.010707552
6254,7.56,35.60%,0.006,4.86864,0.994,0,0.02921184
6255,8.76,19.36%,0.0004,7.064064,0.9996,0,0.002825626
6256,24.93,32.67%,0.0019,16.785369,0.9981,0,0.031892201
6257,11.99,31.69%,0.0059,8.190369,0.9941,0,0.048323177
6258,23.37,36.60%,0.0039,14.81658,0.9961,0,0.057784662
6259,20.92,20.52%,0.0054,16.627216,0.9946,0,0.089786966
6260,15.58,29.09%,0.0039,11.047778,0.9961,0,0.043086334
6261,17.98,23.52%,0.0042,13.751104,0.9958,0,0.057754637
6262,19.3,31.94%,0.0083,13.13558,0.9917,0,0.109025314
6263,13.28,10.82%,0.0004,11.843104,0.9996,0,0.004737242
6264,11.1,23.30%,0.0055,8.5137,0.9945,0,0.04682535
6265,16.79,21.98%,0.0058,13.099558,0.9942,0,0.075977436
6266,23.68,7.87%,0.0031,21.816384,0.9969,0,0.06763079
6267,9.1,27.58%,0.0031,6.59022,0.9969,0,0.020429682
6268,13.9,36.17%,0.0053,8.87237,0.9947,0,0.047023561
6269,11.23,34.83%,0.0065,7.318591,0.9935,0,0.047570842
6270,23.36,5.04%,0.0013,22.182656,0.9987,0,0.028837453
6271,11.42,15.68%,0.0059,9.629344,0.9941,0,0.05681313
6272,24.09,29.09%,0.0085,17.082219,0.9915,0,0.145198862
6273,15.28,20.39%,0.006,12.164408,0.994,0,0.072986448
6274,12.6,32.19%,0.0033,8.54406,0.9967,0,0.028195398
6275,11.29,39.65%,0.0057,6.813515,0.9943,0,0.038837036
6276,18.52,25.53%,0.0003,13.791844,0.9997,0,0.004137553
6277,5.33,3.33%,0.0067,5.152511,0.9933,0,0.034521824
6278,24.44,5.42%,0.0037,23.115352,0.9963,0,0.085526802
6279,14.63,27.86%,0.0065,10.554082,0.9935,0,0.068601533
6280,8.36,36.74%,0.0076,5.288536,0.9924,0,0.040192874
6281,21.67,3.69%,0.0024,20.870377,0.9976,0,0.050088905
6282,15.05,2.27%,0.0032,14.708365,0.9968,0,0.047066768
6283,7.73,0.37%,0.0052,7.701399,0.9948,0,0.040047275
6284,3.92,33.54%,0.0071,2.605232,0.9929,0,0.018497147
6285,10.2,6.81%,0.0021,9.50538,0.9979,0,0.019961298
6286,17.97,38.55%,0.0013,11.042565,0.9987,0,0.014355335
6287,14.7,28.09%,0.0032,10.57077,0.9968,0,0.033826464
6288,13.51,23.74%,0.0018,10.302726,0.9982,0,0.018544907
6289,4.07,0.49%,0.0014,4.050057,0.9986,0,0.00567008
6290,10.93,25.13%,0.006,8.183291,0.994,0,0.049099746
6291,15.81,22.01%,0.0063,12.330219,0.9937,0,0.07768038
6292,4.77,1.71%,0.001,4.688433,0.999,0,0.004688433
6293,8.92,22.88%,0.0038,6.879104,0.9962,0,0.026140595
6294,10.25,7.69%,0.0082,9.461775,0.9918,0,0.077586555
6295,10.43,24.01%,0.01,7.925757,0.99,0,0.07925757
6296,4.8,30.47%,0.0074,3.33744,0.9926,0,0.024697056
6297,15.58,34.73%,0.0039,10.169066,0.9961,0,0.039659357
6298,16.08,2.86%,0.0088,15.620112,0.9912,0,0.137456986
6299,15.03,12.47%,0.0063,13.155759,0.9937,0,0.082881282
6300,13.27,6.98%,0.01,12.343754,0.99,0,0.12343754
6301,23.43,13.25%,0.0044,20.325525,0.9956,0,0.08943231
6302,1.2,9.48%,0.0091,1.08624,0.9909,0,0.009884784
6303,4.11,13.58%,0.0056,3.551862,0.9944,0,0.019890427
6304,15.88,18.30%,0.0041,12.97396,0.9959,0,0.053193236
6305,17.55,25.05%,0.01,13.153725,0.99,0,0.13153725
6306,8.32,4.76%,0.0092,7.923968,0.9908,0,0.072900506
6307,10.07,25.18%,0.0041,7.534374,0.9959,0,0.030890933
6308,7.47,28.21%,0.0002,5.362713,0.9998,0,0.001072543
6309,1.42,34.79%,0.009,0.925982,0.991,0,0.008333838
6310,5.23,8.49%,0.0037,4.785973,0.9963,0,0.0177081
6311,12.77,16.47%,0.0043,10.666781,0.9957,0,0.045867158
6312,18.17,22.00%,0.0079,14.1726,0.9921,0,0.11196354
6313,12.39,11.39%,0.0046,10.978779,0.9954,0,0.050502383
6314,5.59,9.97%,0.0056,5.032677,0.9944,0,0.028182991
6315,10.19,13.23%,0.0027,8.841863,0.9973,0,0.02387303
6316,22.47,17.67%,0.0074,18.499551,0.9926,0,0.136896677
6317,11.21,9.65%,0.0013,10.128235,0.9987,0,0.013166706
6318,14.89,36.33%,0.0015,9.480463,0.9985,0,0.014220695
6319,11.71,33.72%,0.0015,7.761388,0.9985,0,0.011642082
6320,14.43,38.38%,0.0068,8.891766,0.9932,0,0.060464009
6321,10.16,1.93%,0.0072,9.963912,0.9928,0,0.071740166
6322,16.82,3.41%,0.0071,16.246438,0.9929,0,0.11534971
6323,4.09,11.21%,0.0038,3.631511,0.9962,0,0.013799742
6324,19.57,35.78%,0.009,12.567854,0.991,0,0.113110686
6325,18.63,33.59%,0.0022,12.372183,0.9978,0,0.027218803
6326,0.52,28.29%,0.009,0.372892,0.991,0,0.003356028
6327,22.14,0.18%,0.0049,22.100148,0.9951,0,0.108290725
6328,16.76,34.17%,0.0065,11.033108,0.9935,0,0.071715202
6329,0.05,10.44%,0.0014,0.04478,0.9986,0,0.000062692
6330,12.68,38.53%,0.0041,7.794396,0.9959,0,0.031957024
6331,0.17,39.51%,0.0037,0.102833,0.9963,0,0.000380482
6332,1.91,23.45%,0.0015,1.462105,0.9985,0,0.002193158
6333,15.5,6.00%,0.006,14.57,0.994,0,0.08742
6334,0.04,38.97%,0.001,0.024412,0.999,0,0.000024412
6335,23.53,16.84%,0.0098,19.567548,0.9902,0,0.19176197
6336,5.16,38.52%,0.0089,3.172368,0.9911,0,0.028234075
6337,6.18,38.38%,0.0062,3.808116,0.9938,0,0.023610319
6338,15.72,8.50%,0.0054,14.3838,0.9946,0,0.07767252
6339,5.83,6.11%,0.0053,5.473787,0.9947,0,0.029011071
6340,23.68,5.96%,0.001,22.268672,0.999,0,0.022268672
6341,19.55,13.45%,0.0038,16.920525,0.9962,0,0.064297995
6342,8.98,9.01%,0.0099,8.170902,0.9901,0,0.08089193
6343,10.46,4.53%,0.0002,9.986162,0.9998,0,0.001997232
6344,22,39.17%,0.0069,13.3826,0.9931,0,0.09233994
6345,2.43,28.58%,0.0074,1.735506,0.9926,0,0.012842744
6346,11.73,33.84%,0.0008,7.760568,0.9992,0,0.006208454
6347,8.3,23.78%,0.0063,6.32626,0.9937,0,0.039855438
6348,6.19,7.92%,0.0041,5.699752,0.9959,0,0.023368983
6349,15.97,16.49%,0.0097,13.336547,0.9903,0,0.129364506
6350,24.02,0.26%,0.004,23.957548,0.996,0,0.095830192
6351,22.84,3.87%,0.0044,21.956092,0.9956,0,0.096606805
6352,19.92,30.61%,0.0005,13.822488,0.9995,0,0.006911244
6353,23.27,12.06%,0.0097,20.463638,0.9903,0,0.198497289
6354,13.24,30.18%,0.0037,9.244168,0.9963,0,0.034203422
6355,17.24,0.46%,0.0069,17.160696,0.9931,0,0.118408802
6356,23.13,9.65%,0.0022,20.897955,0.9978,0,0.045975501
6357,10.09,22.38%,0.0055,7.831858,0.9945,0,0.043075219
6358,10.18,36.77%,0.0098,6.436814,0.9902,0,0.063080777
6359,3.5,17.52%,0.0077,2.8868,0.9923,0,0.02222836
6360,12.76,19.54%,0.0079,10.266696,0.9921,0,0.081106898
6361,17.84,6.57%,0.0069,16.667912,0.9931,0,0.115008593
6362,20.29,39.65%,0.0045,12.245015,0.9955,0,0.055102568
6363,4.06,1.78%,0.0022,3.987732,0.9978,0,0.00877301
6364,22.1,2.03%,0.0091,21.65137,0.9909,0,0.197027467
6365,2.17,16.39%,0.0086,1.814337,0.9914,0,0.015603298
6366,7.25,5.22%,0.0006,6.87155,0.9994,0,0.00412293
6367,14.48,25.89%,0.004,10.731128,0.996,0,0.042924512
6368,13.19,6.24%,0.0061,12.366944,0.9939,0,0.075438358
6369,8.6,3.66%,0,8.28524,1,0,0
6370,19.18,18.94%,0.0035,15.547308,0.9965,0,0.054415578
6371,6.15,26.72%,0.0091,4.50672,0.9909,0,0.041011152
6372,7.91,26.84%,0.0006,5.786956,0.9994,0,0.003472174
6373,6.18,27.50%,0.0069,4.4805,0.9931,0,0.03091545
6374,16.25,2.93%,0.0068,15.773875,0.9932,0,0.10726235
6375,13.89,30.31%,0.0044,9.679941,0.9956,0,0.04259174
6376,12.16,24.10%,0.004,9.22944,0.996,0,0.03691776
6377,22.56,35.33%,0.002,14.589552,0.998,0,0.029179104
6378,13.37,21.18%,0.0015,10.538234,0.9985,0,0.015807351
6379,14.16,37.49%,0.0061,8.851416,0.9939,0,0.053993638
6380,10.95,21.47%,0.0088,8.599035,0.9912,0,0.075671508
6381,15.35,17.37%,0.0036,12.683705,0.9964,0,0.045661338
6382,2.98,35.42%,0.0037,1.924484,0.9963,0,0.007120591
6383,13.49,26.12%,0.0087,9.966412,0.9913,0,0.086707784
6384,13.88,18.84%,0.0054,11.265008,0.9946,0,0.060831043
6385,15.99,5.91%,0,15.044991,1,0,0
6386,14.57,6.16%,0.0084,13.672488,0.9916,0,0.114848899
6387,9.31,21.13%,0.0013,7.342797,0.9987,0,0.009545636
6388,4.96,23.43%,0.004,3.797872,0.996,0,0.015191488
6389,3.2,11.64%,0.0091,2.82752,0.9909,0,0.025730432
6390,10.23,0.62%,0.01,10.166574,0.99,0,0.10166574
6391,24.2,7.10%,0.0021,22.4818,0.9979,0,0.04721178
6392,10.33,9.50%,0.0009,9.34865,0.9991,0,0.008413785
6393,1.55,38.96%,0.0032,0.94612,0.9968,0,0.003027584
6394,14.77,12.22%,0.0012,12.965106,0.9988,0,0.015558127
6395,4.41,1.45%,0.002,4.346055,0.998,0,0.00869211
6396,13.63,18.25%,0.0015,11.142525,0.9985,0,0.016713788
6397,17.52,30.46%,0.0085,12.183408,0.9915,0,0.103558968
6398,18.77,10.45%,0.001,16.808535,0.999,0,0.016808535
6399,21.56,21.77%,0.0008,16.866388,0.9992,0,0.01349311
6400,21.26,39.87%,0.0081,12.783638,0.9919,0,0.103547468
6401,24.32,5.12%,0.01,23.074816,0.99,0,0.23074816
6402,21.99,17.85%,0.0057,18.064785,0.9943,0,0.102969275
6403,21.49,22.22%,0.003,16.714922,0.997,0,0.050144766
6404,0.71,18.83%,0.009,0.576307,0.991,0,0.005186763
6405,16.21,32.59%,0.0054,10.927161,0.9946,0,0.059006669
6406,6.68,19.94%,0.0004,5.348008,0.9996,0,0.002139203
6407,20.93,5.05%,0.003,19.873035,0.997,0,0.059619105
6408,20.46,1.15%,0.0068,20.22471,0.9932,0,0.137528028
6409,2.34,39.37%,0.0014,1.418742,0.9986,0,0.001986239
6410,8.59,18.24%,0.0072,7.023184,0.9928,0,0.050566925
6411,15.79,21.46%,0.0005,12.401466,0.9995,0,0.006200733
6412,23.65,33.97%,0.0096,15.616095,0.9904,0,0.149914512
6413,14.53,3.68%,0.0022,13.995296,0.9978,0,0.030789651
6414,22.87,18.05%,0.0016,18.741965,0.9984,0,0.029987144
6415,23.14,38.87%,0.0039,14.145482,0.9961,0,0.05516738
6416,13.37,12.17%,0.0084,11.742871,0.9916,0,0.098640116
6417,1.49,27.98%,0.0065,1.073098,0.9935,0,0.006975137
6418,14.74,13.04%,0.0033,12.817904,0.9967,0,0.042299083
6419,1.05,13.32%,0.0045,0.91014,0.9955,0,0.00409563
6420,9.96,30.17%,0.0071,6.955068,0.9929,0,0.049380983
6421,10.09,16.05%,0.0048,8.470555,0.9952,0,0.040658664
6422,9.55,19.32%,0.0077,7.70494,0.9923,0,0.059328038
6423,24.35,2.13%,0.0077,23.831345,0.9923,0,0.183501357
6424,15.35,12.50%,0.0094,13.43125,0.9906,0,0.12625375
6425,12.58,25.45%,0.0094,9.37839,0.9906,0,0.088156866
6426,11.25,36.34%,0.0029,7.16175,0.9971,0,0.020769075
6427,15.48,31.11%,0.0043,10.664172,0.9957,0,0.04585594
6428,12.23,1.64%,0.0094,12.029428,0.9906,0,0.113076623
6429,17.2,8.56%,0.0057,15.72768,0.9943,0,0.089647776
6430,2.71,8.85%,0.0034,2.470165,0.9966,0,0.008398561
6431,19.74,21.11%,0.0006,15.572886,0.9994,0,0.009343732
6432,12.63,14.65%,0.0024,10.779705,0.9976,0,0.025871292
6433,8.58,11.71%,0.001,7.575282,0.999,0,0.007575282
6434,13.51,26.66%,0.0038,9.908234,0.9962,0,0.037651289
6435,8.4,33.10%,0.0017,5.6196,0.9983,0,0.00955332
6436,1.02,15.76%,0.0075,0.859248,0.9925,0,0.00644436
6437,11.8,25.60%,0.0068,8.7792,0.9932,0,0.05969856
6438,8.88,27.08%,0.0046,6.475296,0.9954,0,0.029786362
6439,14.02,22.60%,0.0023,10.85148,0.9977,0,0.024958404
6440,7.49,37.95%,0.0081,4.647545,0.9919,0,0.037645115
6441,1.49,14.94%,0.0008,1.267394,0.9992,0,0.001013915
6442,2.63,32.35%,0.0073,1.779195,0.9927,0,0.012988124
6443,15.13,17.21%,0.0034,12.526127,0.9966,0,0.042588832
6444,1.3,13.79%,0.0017,1.12073,0.9983,0,0.001905241
6445,11.07,26.46%,0.0072,8.140878,0.9928,0,0.058614322
